"VegCover" "VegCover_sc" "DistRoad_logkm" "Management" "Suitability"
"1" 44.9114383620602 -0.631394363899542 0.14678847639776 "Protected" "Poor"
"2" 50.856805189301 -0.279382415437922 0.137733949057512 "Protected" "Poor"
"3" 83.0567496546842 1.62710468972795 0.0930207122064764 "Unprotected" "Excellent"
"4" 56.2691510456424 0.0410705466752848 0.0657957066944028 "Protected" "Excellent"
"5" 57.327179232897 0.103714042786638 0.214464202855952 "Unprotected" "Good"
"6" 85.8711697638991 1.79374024565278 0.404773909629475 "Protected" "Excellent"
"7" 63.2964917078056 0.457143759796046 -0.156596457361787 "Unprotected" "Good"
"8" 32.2288977770824 -1.38229938834755 0.37497946533201 "Unprotected" "Fair"
"9" 42.6366486659165 -0.766079603103119 0.633497166417129 "Protected" "Good"
"10" 46.9780845382008 -0.509032839643246 0.838322218147076 "Unprotected" "Excellent"
"11" 77.0334723539103 1.2704798353867 0.649921061407871 "Unprotected" "Excellent"
"12" 61.4766488870325 0.349394913366745 0.511803209948801 "Protected" "Poor"
"13" 62.2138861106929 0.393045089902542 -0.0916675339926537 "Unprotected" "Poor"
"14" 56.9922888870122 0.0838859301400329 0.174377278952816 "Unprotected" "Fair"
"15" 44.9948595744267 -0.626455179428432 0.235321128617433 "Unprotected" "Poor"
"16" 87.1644364624554 1.87031169089203 0.498360986003357 "Protected" "Excellent"
"17" 63.9613086081263 0.496506090036097 0.296035376632038 "Unprotected" "Excellent"
"18" 19.6008911806665 -2.12997557660615 0.0169679463466202 "Protected" "Poor"
"19" 67.6244062281463 0.713389954076291 0.747787302389273 "Unprotected" "Excellent"
"20" 46.4897546608972 -0.537945765724449 0.550906925996529 "Protected" "Excellent"
"21" 35.7791732922368 -1.17209547024127 0.381333468899178 "Unprotected" "Good"
"22" 51.0764515361507 -0.266377643693177 0.628772303945377 "Unprotected" "Fair"
"23" 36.5319199304697 -1.12752701575866 -0.00185885376275757 "Unprotected" "Fair"
"24" 41.8799578727595 -0.810881582227728 0.487591053658075 "Protected" "Fair"
"25" 43.7492931787134 -0.700202395812864 0.193516156374097 "Protected" "Good"
"26" 24.6395204066366 -1.83164954510163 0.493371737576392 "Unprotected" "Poor"
"27" 70.0801668009015 0.858790076438789 0.307138475567571 "Unprotected" "Excellent"
"28" 57.7607161210573 0.129382797829984 0.480569636702994 "Unprotected" "Fair"
"29" 34.5135351337849 -1.24703109106162 0.658671321505484 "Protected" "Excellent"
"30" 77.5686685792587 1.30216761371368 0.324028652041227 "Unprotected" "Excellent"
"31" 62.6763559865826 0.420426902807817 0.577817198499239 "Unprotected" "Fair"
"32" 49.6887133061391 -0.34854253822295 0.0335378306752215 "Unprotected" "Good"
"33" 71.1122618988104 0.919898132000304 0.145249069593269 "Unprotected" "Poor"
"34" 70.8064027755948 0.901788893487957 0.705543518519584 "Protected" "Excellent"
"35" 69.7884594694748 0.841518734047339 0.416346988155293 "Unprotected" "Excellent"
"36" 67.3955245738016 0.699838380312357 -0.165067081190303 "Unprotected" "Excellent"
"37" 64.9705177636766 0.556259119844593 -0.00777619711510794 "Unprotected" "Fair"
"38" 53.885589209619 -0.100054849041758 0.272540056601902 "Protected" "Excellent"
"39" 49.4926720526815 -0.360149704881244 0.539360292479377 "Protected" "Poor"
"40" 48.1515219817771 -0.439556218113597 0.296972590238907 "Unprotected" "Poor"
"41" 42.4952743794308 -0.774450060216077 0.478359328051129 "Unprotected" "Fair"
"42" 51.2574889956472 -0.255658818309699 0.562969897209252 "Unprotected" "Good"
"43" 32.2228656717712 -1.38265653588875 0.744363124301512 "Protected" "Good"
"44" 94.0412073760932 2.27747000404144 0.336131883403368 "Unprotected" "Excellent"
"45" 76.7433159694898 1.25330032111847 0.30932870511863 "Protected" "Good"
"46" 34.7840455023397 -1.23101477370375 -0.0977156330190879 "Unprotected" "Poor"
"47" 47.7480729646166 -0.463443537224821 0.346903608713674 "Protected" "Excellent"
"48" 46.6002036347821 -0.531406327598502 0.181592156388902 "Unprotected" "Poor"
"49" 69.0393721300537 0.797166938509786 0.0845312523331331 "Unprotected" "Good"
"50" 53.4993568035071 -0.122922810899308 0.277690840066257 "Protected" "Poor"
"51" 59.5597332519056 0.235898601471261 0.577153699628572 "Protected" "Poor"
"52" 54.4861584037233 -0.0644964826119438 -0.151801599858116 "Unprotected" "Fair"
"53" 54.2283317687563 -0.0797618243103244 0.216882078417167 "Protected" "Good"
"54" 79.6348411122602 1.424501094613 0.351212195151969 "Unprotected" "Excellent"
"55" 50.9361222581332 -0.274686228178632 0.10389129906319 "Unprotected" "Poor"
"56" 82.2964708797317 1.58209027418023 0.405455735609144 "Protected" "Excellent"
"57" 27.122449523856 -1.68464083363913 0.424880748214972 "Unprotected" "Fair"
"58" 65.5230474934492 0.588973176422075 0.314024660538912 "Unprotected" "Excellent"
"59" 57.229376389203 0.0979233539066751 -0.255327394082035 "Protected" "Good"
"60" 58.8869482373915 0.196064496909409 0.975709276602478 "Protected" "Poor"
"61" 61.8335106896779 0.370523907107744 0.271425647451799 "Unprotected" "Fair"
"62" 45.9581778440326 -0.569419246923991 0.485164333584864 "Protected" "Excellent"
"63" 49.0022670939504 -0.389185491919178 0.390412426990166 "Unprotected" "Excellent"
"64" 36.6656431040724 -1.11960956402487 0.579622190359077 "Unprotected" "Fair"
"65" 35.7077579234396 -1.17632381541338 0.52718863664336 "Protected" "Good"
"66" 60.4635155452766 0.289409541219668 0.270317399145372 "Unprotected" "Excellent"
"67" 63.0677760153297 0.443602012265292 0.416542396789451 "Protected" "Excellent"
"68" 55.9540760811491 0.0224156586951882 0.0913752951536814 "Protected" "Poor"
"69" 71.6008144218353 0.948824240439544 0.537119349982971 "Unprotected" "Excellent"
"70" 91.9015243412886 2.15078412980391 0.208624245666575 "Protected" "Good"
"71" 46.1614390109824 -0.557384605243557 0.935848462592848 "Unprotected" "Fair"
"72" 13.4349602384654 -2.4950466358214 -0.0743343062479018 "Protected" "Poor"
"73" 73.1032934403206 1.03778268189288 0.207903399926663 "Unprotected" "Fair"
"74" 42.2343862735169 -0.789896664801082 0.529140774438662 "Protected" "Fair"
"75" 42.6158449035876 -0.767311347606957 0.449660505074352 "Protected" "Excellent"
"76" 73.4602846545406 1.05891933780543 0.177301859261529 "Protected" "Good"
"77" 49.8740858730818 -0.337567040768048 0.0790891080953497 "Protected" "Excellent"
"78" 33.0270811794184 -1.33504072410522 0.358145681024084 "Protected" "Poor"
"79" 58.2634626354847 0.159149300935397 0.318669376287633 "Unprotected" "Excellent"
"80" 52.4999554760972 -0.182095141014378 -0.106147750363993 "Unprotected" "Poor"
"81" 55.103755346198 -0.0279299410676394 0.330797979374908 "Unprotected" "Good"
"82" 61.935047220274 0.376535659286161 0.36955240233026 "Protected" "Excellent"
"83" 48.3281194277366 -0.42910027605789 0.365685726954146 "Protected" "Excellent"
"84" 66.598777873339 0.652664779993 0.0651993931959387 "Protected" "Excellent"
"85" 51.0312418872625 -0.269054406466078 0.441118792473285 "Protected" "Fair"
"86" 60.9720753504825 0.319520236344408 0.669646703858904 "Unprotected" "Good"
"87" 74.7431022366883 1.134872114099 0.436122974167401 "Protected" "Excellent"
"88" 62.8332668350085 0.42971724520285 0.0460516387491999 "Unprotected" "Fair"
"89" 49.1332314604379 -0.38143138301961 0.214834665048568 "Unprotected" "Poor"
"90" 75.6785371321197 1.19025713402596 0.408510399458842 "Unprotected" "Excellent"
"91" 72.8830694073181 1.0247437066357 0.163315321918293 "Protected" "Good"
"92" 64.8711452711453 0.550375495547573 -0.188410533936694 "Unprotected" "Poor"
"93" 59.2971712320059 0.220352888161628 0.544035238928858 "Unprotected" "Fair"
"94" 43.6976906312913 -0.703257667891349 0.119213284148052 "Protected" "Good"
"95" 79.4917440735401 1.41602863717133 0.181175864350701 "Unprotected" "Excellent"
"96" 44.1953274313517 -0.673793699610562 0.701631220367396 "Unprotected" "Fair"
"97" 94.3719938742984 2.29705513699312 0.132552609922907 "Protected" "Excellent"
"98" 82.5869912713334 1.59929134050417 0.534288055081276 "Protected" "Excellent"
"99" 50.7573935361914 -0.285268358345691 0.0164888728914562 "Protected" "Fair"
"100" 36.5244237944779 -1.12797084530073 0.234708600999826 "Protected" "Fair"
"101" 42.2126818534126 -0.791181735248906 0.303984463501016 "Unprotected" "Good"
"102" 59.6239067648175 0.239698172460937 0.0382181004001384 "Unprotected" "Fair"
"103" 50.5595461876773 -0.296982459875865 0.166300478360124 "Unprotected" "Fair"
"104" 48.7442332108408 -0.404463104319201 0.315064700802212 "Protected" "Fair"
"105" 37.8708657892297 -1.04825100902562 0.490080927075347 "Protected" "Good"
"106" 54.1895009534394 -0.0820609105327957 -0.0742189367139981 "Protected" "Excellent"
"107" 40.8717195497726 -0.870577131199091 0.235883706290443 "Unprotected" "Excellent"
"108" 24.9770451414135 -1.81166545614711 0.511710186973593 "Unprotected" "Poor"
"109" 48.1559226348203 -0.439295665233137 0.189640307336189 "Protected" "Fair"
"110" 71.5419389630938 0.945338355455423 0.378801763333702 "Unprotected" "Good"
"111" 44.6437546730489 -0.647243319847642 0.445161669779239 "Unprotected" "Poor"
"112" 65.9433578000506 0.613858814984752 0.388929835291526 "Unprotected" "Fair"
"113" 25.878111250795 -1.75831533561244 0.485684675984969 "Protected" "Poor"
"114" 53.9998846205583 -0.0932876719315731 0.291821483460108 "Unprotected" "Poor"
"115" 64.3493296709823 0.519479954281826 0.220212346669997 "Protected" "Poor"
