"count" "habitat_quality" "area_ha" "effort_hr"
"1" 13 -0.755592740231961 3.94441880600061 1.80476333573461
"2" 2 1.0287699282405 0.146206534979865 4.27569693105761
"3" 14 -0.322981169154057 3.91742282565683 1.74200132826809
"4" 40 1.36628084454792 3.67401419440284 2.2517202347517
"5" 27 1.57100576596134 3.18764607878402 1.45691099215765
"6" 12 -1.61804422317899 2.45646306683775 4.90786271030083
"7" 0 0.101538189945843 0.867520571732894 1.30455131886993
"8" 0 1.39978396205032 0.140256047178991 5.02494565409143
"9" 6 0.184673880371761 2.31704613170587 2.32048805744853
"10" 10 -0.153221935986658 2.51223731085192 2.5579316332005
"11" 43 1.62932687205753 2.00897684653755 3.96359983086586
"12" 4 -0.164912409450021 2.37686311528087 1.03148558665998
"13" 5 0.634163156313526 3.59506710350979 0.620965434238315
"14" 7 0.260215172908427 0.370979439024813 5.96174629183952
"15" 2 -1.41361043230456 1.83843717782293 3.71166365116369
"16" 87 1.42617527239442 4.03378013728652 4.80002685822546
"17" 28 -0.903443233366105 4.19497330142185 5.40542867430486
"18" 5 -1.63050579937526 1.26497208436485 4.65175999468192
"19" 10 -0.611828153853892 1.83453190284781 5.88562051567715
"20" 13 1.62102490746498 4.29873855877668 0.742808873648755
"21" 125 1.38952193620888 4.28344053162728 5.46870486589614
"22" 24 0.688445737400682 1.54988773148507 5.26025447726715
"23" 14 0.502084761310873 0.820536790438928 4.76474175252952
"24" 66 1.76273307607377 3.54956110045314 2.5724902927177
"25" 1 0.556246946944461 0.608652772265486 0.731594267766923
"26" 2 0.744489745118404 0.265266087697819 2.50426094909199
"27" 15 0.158414193827716 4.99708218693268 2.00563198386226
"28" 3 0.336861985888539 0.270886540017091 5.17757114395499
"29" 5 -0.749954446746527 1.75811729042325 2.49320941849146
"30" 8 -1.25614130845154 4.58381243203767 2.17462784831878
"31" 80 1.65138834348963 3.12445282118861 4.67524436675012
"32" 46 1.43499173553737 1.50279820864089 5.14659043378197
"33" 31 0.680968976208472 3.71520727474708 3.01856858597603
"34" 58 1.05429300439037 4.18686611496378 4.51297415455338
"35" 1 -1.69267477260961 1.63992682406679 1.07243249821477
"36" 8 -0.0777417642193721 2.51357608432882 1.70990747748874
"37" 72 0.922413959208483 3.51713145447429 5.74673186254222
"38" 21 -1.00920836967695 3.24316553454846 4.63620647683274
"39" 22 -0.6465360016626 3.25522228342015 5.00425460794941
"40" 18 -0.954978960821575 4.89148168363608 2.79777405958157
"41" 10 -1.27151308155682 2.13220313885249 3.76611171208788
"42" 2 -0.303134342001202 0.6850834219018 4.89352956786752
"43" 28 -0.306063605444039 2.67754533465486 5.38624757726211
"44" 3 -0.465991253461046 1.20285941904876 2.61855376325548
"45" 3 -1.23714372114309 2.48341764386278 0.99677146342583
"46" 12 -1.2857457122365 1.91405251258984 3.94159000401851
"47" 40 -0.949960377807949 4.91841588586103 4.60099919512868
"48" 6 -0.119910983922236 2.00276366425678 0.969581515295431
"49" 4 -0.832582584050883 1.22329971762374 2.15284686163068
"50" 44 1.27651639237089 3.15415797682945 3.88009186519776
"51" 2 -1.61706543544696 0.769046965637244 4.64112631871831
"52" 38 -0.204589151126254 4.84060052218847 5.54381423175801
"53" 29 1.06661368570526 2.62385185868479 3.11662778130267
"54" 4 -1.34599377533299 0.899044613237493 3.61915706377476
"55" 34 0.218573722826823 3.14732124626171 4.5514119034633
"56" 30 -1.04440383288713 4.93117540960666 5.21596083440818
"57" 14 -1.32592252976699 3.37698043556884 5.50030577462167
"58" 9 0.90405576786277 2.15268789485563 0.810102239483967
"59" 30 1.40914293860504 1.68439046654385 3.26599567255471
"60" 18 -0.445973693711878 4.1927510677604 2.42799625173211
"61" 6 0.589777700134791 0.804703513788991 5.15055867622141
"62" 3 -1.44241816362471 1.04479813971557 4.93539340107236
"63" 5 -0.412095615149272 4.49401954493951 1.14532175008208
"64" 9 -0.802609637774286 1.6097858160967 4.41977605246939
"65" 5 1.12261539857407 1.8801726632053 1.79397871915717
"66" 7 -0.182080883103138 3.94133774582297 0.912262131576426
"67" 22 1.1063097610791 1.04755553160794 5.64605380978901
"68" 1 1.11459554815745 0.187052478198893 1.36442303832155
"69" 36 1.05028367822633 2.09237854480743 4.05881542514544
"70" 5 -0.213028990487775 2.46752157942392 1.45434760383796
"71" 6 0.908215467414814 2.16704025587533 0.61040705058258
"72" 13 0.461867786241795 1.77976312823594 3.36722615489271
"73" 11 0.750376474377927 4.34576824184041 0.974528413033113
"74" 3 -1.7781602067332 2.33002944968175 2.0565129033057
"75" 13 -0.0865771935022909 2.71544788079336 2.8123919556383
"76" 21 -0.995984254923676 4.8228323263349 3.73002968297806
"77" 24 -0.426895351584606 3.89549855620135 4.93681936280336
"78" 4 0.403247103248291 1.12349410797469 1.61097364872694
"79" 10 -0.526740842729499 1.61305548036471 3.02683569444343
"80" 14 -1.38435112946292 4.85957800617907 2.96478712628596
"81" 15 -0.912238981358926 2.96601045813877 4.53561267012265
"82" 64 0.600255906286057 3.82803576432634 4.43115145806223
"83" 21 -0.292085787621952 1.92627603271976 5.07172088383231
"84" 78 1.02838042832599 3.86905016500969 5.37611366494093
"85" 14 -1.41382438154783 2.73461819693912 5.73954515694641
"86" 25 -0.230629120344214 4.57857770335395 3.52839197020512
"87" 15 1.729546556789 1.00795256528072 3.37284671363886
"88" 6 1.40203636852077 1.48287024518941 1.43884040415287
"89" 10 1.3785809600589 0.56531582463067 3.13599357986823
"90" 2 -1.15657956599396 1.13138668762986 1.89601438073441
"91" 1 -1.31464734333176 4.88778508179821 0.718793503590859
"92" 25 0.546967938651824 1.55188065937255 3.99140280380379
"93" 21 -0.556252071068511 3.6573168318253 3.46758502721786
"94" 18 0.559996962440643 3.94987038786057 1.27056952461135
"95" 2 -0.63872388602718 0.616546955984086 2.06041477259714
"96" 5 -1.11154188169357 1.27401368226856 3.70666827366222
"97" 6 1.00735008300798 1.42566987469327 1.40764240710996
"98" 0 -1.44685717296259 0.595186620927416 1.02965610881802
"99" 3 -0.117001028456271 0.677777822222561 2.8573720024433
"100" 23 0.0423833328674359 4.95705912369303 2.45668861153536
"101" 55 0.357697783696383 4.93166605678853 5.14713446923997
"102" 3 -0.594356757118486 0.771630609850399 1.93072860513348
"103" 4 -0.0391947337550806 4.53601695015095 0.627294706995599
"104" 70 1.62091863684482 2.92387900410686 5.24319746822584
"105" 9 -0.0595448128584217 2.03769940950442 2.34023378661368
"106" 47 1.39241163203069 2.30403217223939 3.97483879444189
"107" 51 1.4782500475997 3.56185931563377 3.50534442311618
"108" 4 0.38886458289641 0.504263454372995 2.57044471253175
"109" 10 -0.316877343594573 1.7626316428883 1.52230158296879
"110" 10 -1.256208860235 3.43585900096223 2.85917325143237
"111" 30 1.55259124288163 1.65305131559726 3.96925479208585
"112" 20 -0.706945508020644 4.17468613043893 3.36463293188717
"113" 5 -1.56400645207163 1.15434320499189 4.12791735457722
"114" 68 1.5968758364327 2.53994978731498 4.51148512226064
"115" 15 0.78748671955283 1.4526433958672 3.17752580344677
"116" 5 -1.27331525896235 1.04091426176019 2.61451138614211
"117" 7 0.177010993136678 4.75804419387132 0.537584298639558
"118" 2 1.61955526600765 1.67645513506141 0.520263251732104
"119" 40 0.306006482285718 2.44443628063891 5.97215042077005
"120" 0 -0.338898217746442 0.237163602490909 1.09337784093805
"121" 18 0.528407436281723 2.78255139326211 2.80268037097994
"122" 26 -0.640693188488154 3.25677708066069 4.44836500636302
"123" 19 -0.683814177532828 3.02169136870652 4.58396522735711
"124" 7 -0.99723596208282 1.67749314093962 5.29599353042431
"125" 28 -0.463698418969412 4.46646013103891 3.84327378578018
"126" 73 1.72691746099074 3.16865904228762 4.65911843220238
"127" 8 -1.2308806112046 1.58423408495728 5.159827139345
"128" 4 -1.45594771545494 2.00220285241958 3.87028806935996
"129" 4 -1.27469573077117 0.886327953124419 4.86273292277474
"130" 8 0.678480995162403 4.32650429790374 0.625700759002939
"131" 39 0.42635836824203 4.77019594756421 2.79303002310917
"132" 71 1.39613159325992 2.86185894892551 5.31185313104652
"133" 23 0.6178722825219 1.71478232562076 4.06040858558845
"134" 87 0.846219070372866 4.98342437169049 5.58463442721404
"135" 6 0.0767011663468807 1.2506164113991 1.44723802816588
"136" 18 0.570973810722468 3.1020926298108 2.23697034025099
"137" 18 1.14814966075566 0.630074794171378 4.92340953589883
"138" 52 1.02155880750668 2.48645959272981 5.93929876154289
"139" 6 1.71124755798706 0.58728453440126 2.27312053530477
"140" 0 -0.214454945687261 0.889712237194181 0.506553956191055
"141" 16 -0.669623481611734 1.48666506682057 5.95693840621971
"142" 8 -0.321206416692347 2.96097444621846 1.31593815481756
"143" 4 -1.74308664405458 3.68536752837244 0.771503634518012
"144" 3 -1.12523155839013 0.911052464414388 3.7854441544041
"145" 38 1.22271265923251 4.34569203970022 2.26730643911287
"146" 13 -0.956632454940459 3.57201327220537 3.40360950178001
"147" 19 -0.928344459244744 3.82595772752538 4.87482111202553
"148" 0 -1.50709460924597 0.820712131913751 0.879129282548092
"149" 6 -0.904740562476015 1.85447912076488 4.32261383521836
"150" 52 0.828606160628681 3.39932915891986 5.71747329039499
"151" 17 1.23954627211464 2.66673074809369 2.02773124561645
"152" 6 -0.00742851027784484 1.81402878453955 1.87173621880356
"153" 3 -0.398057435734412 1.27860043777619 1.37689514074009
"154" 1 -0.902155869797436 0.385139801865444 0.893965308088809
"155" 2 -1.38448997581201 1.25943673639558 3.56590670708101
"156" 23 -0.390626011075752 4.46138177458197 3.19410378381144
"157" 29 0.25772750880822 4.07795433872379 3.21860799042042
"158" 23 -1.00748066957089 3.76282997869421 5.38604371843394
"159" 0 -0.19543823874412 0.859067456331104 0.701873978949152
"160" 2 -1.00356823840333 0.711236234172247 1.62059097457677
"161" 38 0.00957775595889793 4.87615646156482 3.32579626538791
"162" 3 -0.519233667180012 2.23703698082827 1.79986938950606
"163" 22 0.535861218898905 2.37368147142697 3.66489618422929
"164" 5 -0.445078601259764 0.909960598056205 3.15241851308383
"165" 16 -0.513742933565779 2.96618913095444 3.63143978803419
"166" 4 0.121431497790217 1.42681229528971 1.2928377330536
"167" 5 0.857824173389567 1.2274749099277 1.30139819416218
"168" 13 -0.992477544329296 3.48691837431397 2.76755712146405
"169" 7 -0.309549487219227 1.48597675818019 4.2565565535333
"170" 28 -0.833601590719398 4.07095052429941 4.09385301230941
"171" 11 0.464547289707411 0.560191374737769 5.53792483173311
"172" 26 -1.1253065111084 4.12794734872878 4.97212222870439
"173" 43 1.29724334997393 2.19439857543912 4.21739500679541
"174" 81 0.880038009492583 3.80384757267311 4.94124510115944
"175" 8 0.601072178782566 3.34568898212165 1.2043543078471
"176" 10 0.421944532038879 2.278184244968 1.87928193691187
"177" 9 -0.453901555984982 3.1730163037777 2.32350845378824
"178" 1 0.107703818289103 0.102280210400932 2.7399810947245
"179" 19 1.33657852440429 1.16449321871623 3.9945216733031
"180" 36 0.292702886304976 3.55387400377076 4.94736624695361
"181" 9 1.21215904402732 1.15431579216383 1.92340660747141
"182" 21 -0.666965213518902 4.08827523426153 5.00706926942803
"183" 0 0.743633975525466 1.60804298406001 0.585127179278061
"184" 17 -0.835985173780942 3.46993915976491 4.09920421626884
"185" 64 0.33757887594434 4.67013728721067 4.96445771353319
"186" 0 -0.0652913649281143 0.667320357682183 3.03752909740433
"187" 1 -0.835931986614537 0.725757870660164 1.61879405903164
"188" 4 0.231553741143338 3.42329690137412 0.603225194499828
"189" 22 1.47379575184672 2.20184811984655 2.05722983472515
"190" 91 1.43347845843397 4.1885647919029 5.53399944095872
"191" 42 -0.803383008080597 4.86004652732518 5.63533086283132
"192" 0 -0.634770089276065 0.445395990787074 3.48392387549393
"193" 20 1.73198367715086 2.35294744670391 1.70682400290389
"194" 33 0.428984079689059 3.53776708028745 3.19185292208567
"195" 13 1.5597692303273 0.526006822893396 4.90631804883014
"196" 20 -0.117878868101412 4.96542567899451 2.74196861777455
"197" 2 -0.330622568787189 1.34018507073633 1.07041361788288
"198" 2 0.568806731554221 0.342738334671594 2.04310846119188
"199" 1 -1.23749341448263 3.46299223939423 2.48806421319023
"200" 13 0.261047816239522 3.95594402803108 1.92584662581794
