ID	Age	Age_c	ExposureRisk	Exposure_c	Disease
1	7.19041874161765	5.19041874161765	0.48608425184406	-0.0139157481559403	1
2	1.62061765050449	-0.379382349495511	0.333861771820999	-0.166138228179001	0
3	9.75384774375622	7.75384774375622	0.558879517145764	0.0588795171457641	1
4	1.15913559477368	-0.840864405226321	0.3222632182365	-0.1777367817635	0
5	5.59464776335615	3.59464776335615	0.440869478953444	-0.0591305210465564	1
6	4.40794614055883	2.40794614055883	0.407829135363721	-0.0921708646362787	0
7	3.80387342943877	1.80387342943877	0.391305981201771	-0.108694018798229	0
8	5.53622523270525	3.53622523270525	0.439228025981889	-0.0607719740181111	1
9	8.59507599303949	6.59507599303949	0.52609818883944	0.0260981888394405	0
10	4.45260345672667	2.45260345672667	0.4090594560613	-0.0909405439386998	1
11	6.80206210510626	4.80206210510626	0.475030919144629	-0.0249690808553715	0
12	5.65537652117304	3.65537652117304	0.442577098991405	-0.0574229010085946	0
13	0.902952546915744	-1.09704745308426	0.315916635052494	-0.184083364947506	0
14	2.19507249912012	0.195072499120119	0.348584203345396	-0.151415796654604	1
15	8.65761236294569	6.65761236294569	0.527875660466912	0.027875660466912	1
16	9.09560602535811	7.09560602535811	0.540302452318385	0.0403024523183846	1
17	10	8	0.565787180188212	0.0657871801882121	0
18	7.77767683973497	5.77767683973497	0.502821053422953	0.0028210534229528	1
19	4.10992808609211	2.10992808609211	0.39964890437049	-0.10035109562951	1
20	4.13968334502901	2.13968334502901	0.400463219736502	-0.0995367802634977	1
21	8.0989520398705	6.0989520398705	0.511977088226556	0.0119770882265555	1
22	0.901507480279874	-1.09849251972013	0.315881026549795	-0.184118973450205	0
23	4.56374171872469	2.56374171872469	0.412126261898814	-0.0878737381011865	0
24	3.8011433040065	1.8011433040065	0.391231836365514	-0.108768163634486	0
25	1.63552529792608	-0.364474702073925	0.334239918431943	-0.165760081568057	0
26	5.2855690549122	3.2855690549122	0.43220104053135	-0.0677989594686501	0
27	8.91983043688761	6.91983043688761	0.53532047695362	0.0353204769536202	1
28	4.2990652478643	2.2990652478643	0.404834305255042	-0.0951656947449577	0
29	2.79632245055607	0.796322450556069	0.364308763447831	-0.135691236552169	0
30	0.58842684026621	-1.41157315973379	0.308217690748266	-0.191782309251734	0
31	6.38584384499782	4.38584384499782	0.463211980592727	-0.0367880194072732	1
32	2.84078446706906	0.840784467069062	0.365483662133865	-0.134516337866135	0
33	3.0790337177692	1.0790337177692	0.371806367589029	-0.128193632410971	0
34	1.11334742367224	-0.886652576327763	0.321123968924743	-0.178876031075257	0
35	3.13262026432847	1.13262026432847	0.373234612112559	-0.126765387887441	0
36	3.18686216073126	1.18686216073126	0.374682578623311	-0.125317421376689	0
37	2.96464757829331	0.964647578293308	0.368765135519251	-0.131234864480749	1
38	2.20340108107504	0.203401081075037	0.348799876931784	-0.151200123068216	0
39	6.13310272057544	4.13310272057544	0.456054407561696	-0.0439455924383043	0
40	1.22097449505776	-0.779025504942245	0.323805180903298	-0.176194819096702	0
41	3.50098041111365	1.50098041111365	0.383111301486905	-0.116888698513095	1
42	7.64681937115056	5.64681937115056	0.499090850921108	-0.000909149078892113	0
43	5.64766315405423	3.64766315405423	0.442360132196484	-0.057639867803516	1
44	3.59293057494203	1.59293057494203	0.385592207745932	-0.114407792254068	1
45	0.881619295747251	-1.11838070425275	0.315391172927409	-0.184608827072591	0
46	4.92849616060761	2.92849616060761	0.422238324346342	-0.077761675653658	0
47	5.79872456724194	3.79872456724194	0.446613191822656	-0.053386808177344	0
48	4.75041438723069	2.75041438723069	0.417292676035505	-0.082707323964495	0
49	3.24195148071041	1.24195148071041	0.376155465874345	-0.123844534125655	0
50	5.93260182149329	3.93260182149329	0.45038900303102	-0.0496109969689796	0
51	7.80503189184466	5.80503189184466	0.503600806404068	0.0036008064040679	0
52	2.93858137976571	0.938581379765714	0.368073549295225	-0.131926450704775	0
53	4.10315181939947	2.10315181939947	0.399463534896464	-0.100536465103536	1
54	1.70379418370902	-0.296205816290984	0.33597434101307	-0.16402565898693	0
55	5.01674952975363	3.01674952975363	0.424695133774684	-0.0753048662253162	0
56	2.96146126845416	0.961461268454159	0.368680567606227	-0.131319432393773	0
57	1.69929724620489	-0.300702753795107	0.335859956091908	-0.164140043908092	0
58	7.71792601084765	5.71792601084765	0.501117819600731	0.00111781960073065	1
59	4.01890962823506	2.01890962823506	0.397161451110736	-0.102838548889264	0
60	2.97608074534895	0.976080745348947	0.369068649789821	-0.130931350210179	0
61	1.9300958908609	-0.0699041091391004	0.34175522353632	-0.15824477646368	0
62	7.53111599828157	5.53111599828157	0.495792699645894	-0.00420730035410605	1
63	7.85566165773656	5.85566165773656	0.505043953690198	0.00504395369019806	0
64	4.22780472840981	2.22780472840981	0.402878058711092	-0.0971219412889078	0
